id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
R4em3LKQCAQ,As Long As You Love Me,Justin Bieber,Pop music,Nostalgic,"Singing, Drum and bass, Synthesizer",Love and relationships,"Casual listening, Reminiscing",English,2010s,"Young adults, Fans of Justin Bieber",140.625 BPM,"The song reflects themes of love and acceptance, resonating with listeners who feel nostalgic about their youth and past crushes, particularly on Justin Bieber.",https://www.youtube.com/watch?v=R4em3LKQCAQ
NG2zyeVRcbs,The Climb,Miley Cyrus,Pop music,Uplifting,"Piano, Guitar","Perseverance, Growth","Graduation, Reflection",English,2000s,"Youth, Adults",160.71428571 BPM,"A motivational anthem about overcoming obstacles and personal growth, resonating with listeners across generations.",https://www.youtube.com/watch?v=NG2zyeVRcbs
LPTlvQ1Zet0,Ric Flair Drip,"21 Savage, Offset, Metro Boomin",Hip hop music,Exciting,"Singing, Keyboard, Synthesizer, Electric piano","Homage to Ric Flair, celebration","Parties, workouts, nostalgic moments",English,,Fans of hip hop and wrestling,100.4464286,"The song features a blend of hip hop elements with a celebratory theme, paying homage to wrestling legend Ric Flair. It showcases the artists' lyrical prowess and has become a favorite for various occasions, including parties and workouts.",https://www.youtube.com/watch?v=LPTlvQ1Zet0
FLGCGc7sAUw,Build a B*tch,Bella Poarch,Pop music,Catchy,"Singing, Drum kit, Keyboard (musical), Synthesizer","Self-acceptance, Empowerment","Casual listening, Parties",English,,"Young adults, TikTok users",104.17 BPM,"The song features a catchy pop melody with themes of self-acceptance and empowerment, appealing to a young audience, particularly those familiar with TikTok culture.",https://www.youtube.com/watch?v=FLGCGc7sAUw
ehcVomMexkY,Pour It Up,Rihanna,"Rhythm and blues, Hip hop music, Pop music, Soul music",Exciting,"Singing, Synthesizer, Drum machine, Drum kit, Bass guitar","Empowerment, Celebration, Wealth","Parties, Clubs",English,,"Fans of Rihanna, Young adults",133.93 BPM,"A vibrant and empowering anthem celebrating wealth and confidence, featuring a mix of hip hop and R&B elements, perfect for parties and club settings.",https://www.youtube.com/watch?v=ehcVomMexkY
4m48GqaOz90,Boom Boom Pow,The Black Eyed Peas,"Hip hop music, Electronic music","nostalgic, energetic","Singing, Synthesizer, Drum machine","futurism, nostalgia","party, dance",English,2000s,"young adults, nostalgia seekers",130.81 BPM,"The song blends futuristic themes with nostalgic elements, capturing the essence of the 2000s music scene. It features energetic beats and catchy lyrics that resonate with listeners reminiscing about their childhood.",https://www.youtube.com/watch?v=4m48GqaOz90
rJYcmq__nDM,Rehab,Rihanna,Pop music,Nostalgic,"Guitar, Drum, Synthesizer",Love and heartbreak,Casual listening,English,2000s,Fans of pop and R&B,160.71 BPM,"A nostalgic pop song featuring themes of love and heartbreak, characterized by its catchy melody and emotional lyrics. The collaboration with Justin Timberlake adds depth to the track, making it a memorable piece from the 2000s.",https://www.youtube.com/watch?v=rJYcmq__nDM
HwctEiWLe84,New Flame,Chris Brown,"Rhythm and blues, Pop music, Hip hop music",Exciting,"Singing, Drum machine, Drum kit, Synthesizer, Sampler, Keyboard","Love, Dance, Celebration","Party, Dance events",English,2010s,Fans of R&B and Pop music,95.34,"A collaboration featuring Chris Brown, Usher, and Rick Ross, showcasing smooth vocals, impressive choreography, and a blend of R&B and hip hop elements, evoking nostalgia and excitement among fans.",https://www.youtube.com/watch?v=HwctEiWLe84
zNl00mOSnJI,Loco Contigo,"DJ Snake, J Balvin, Tyga","Afrobeat, Hip hop music","Addictive, Fun","Singing, Wind instrument, Synthesizer","Love, Passion","Party, Celebration","English, Spanish",,"Young adults, Fans of hip hop and Latin music",127.8409091,"A catchy collaboration blending hip hop and Latin influences, featuring playful lyrics about love and attraction, appealing to a diverse audience.",https://www.youtube.com/watch?v=zNl00mOSnJI
1zfzka5VwRc,Give Your Heart a Break,Demi Lovato,Pop music,Nostalgic,Singing,Heartbreak and healing,,English,2010s,Teens and young adults,122.2826087,"The song evokes nostalgia and emotional connections, often associated with memories of youth and heartbreak. It showcases Demi Lovato's vocal talent and has remained a favorite among fans over the years.",https://www.youtube.com/watch?v=1zfzka5VwRc
UWLr2va3hu0,Hey Ma,Pitbull & J Balvin ft Camila Cabello,Pop music,Happy,"Singing, Drum and bass, Synthesizer","Cultural pride, Celebration","Party, Dance",Spanish,,"Latino community, Pop music fans",140.625 BPM,"A vibrant and upbeat song celebrating Latino culture, featuring catchy melodies and a danceable rhythm, highlighted by Camila Cabello's powerful vocals.",https://www.youtube.com/watch?v=UWLr2va3hu0
xat1GVnl8-k,The Bad Touch,Bloodhound Gang,"Disco, Funk, Pop music, Dance music",Exciting,"Drum kit, Drum machine, Synthesizer, Bass drum, Keyboard","Humor, Relationships, Sexual innuendo","Parties, Nostalgia, Talent shows, Weddings",English,"Late 90s, Early 2000s","Young adults, Nostalgic listeners",122 BPM,"A humorous and catchy song that blends disco and funk elements, known for its playful lyrics about relationships and sexual innuendo, often evoking nostalgia among listeners.",https://www.youtube.com/watch?v=xat1GVnl8-k
dsUXAEzaC3Q,Bad (Shortened Version),Michael Jackson,Pop music,Exciting,"Singing, Drum and bass, Synthesizer","Legend, Entertainment",,English,1980s,"Fans of Michael Jackson, Music lovers",112.5 BPM,"Michael Jackson's 'Bad' showcases his unparalleled talent as a singer and dancer, leaving a lasting legacy as the 'King of Pop'. The song is celebrated for its exciting rhythm and iconic performances, reflecting themes of legend and entertainment.",https://www.youtube.com/watch?v=dsUXAEzaC3Q
PsO6ZnUZI0g,Stronger,Kanye West,Hip hop music,Nostalgic,"Sampler, Synthesizer, Keyboard (musical)","Resilience, Strength","Workout, Celebration",English,2000s,Fans of Hip hop and Pop music,104.17 BPM,"A timeless collaboration that blends hip hop with electronic elements, featuring a prominent sample from Daft Punk. The song emphasizes themes of resilience and strength, making it a staple in workout playlists and a nostalgic favorite for many listeners.",https://www.youtube.com/watch?v=PsO6ZnUZI0g
5j1RCys4R0g,Ain't Nobody (Loves Me Better),Felix Jaehn ft. Jasmine Thompson,Pop music,Happy,"Singing, Piano, Electric piano, Vibraphone",Love,Nostalgia,English,2010s,General,117.1875,"This song is a modern pop rendition of a classic hit, characterized by its upbeat and happy vibe, making it a nostalgic favorite for many listeners. It features a blend of various instruments, including piano and vibraphone, and is often associated with themes of love and joyful memories.",https://www.youtube.com/watch?v=5j1RCys4R0g
5y_KJAg8bHI,Wake Me Up,Avicii,Electronic music,Inspiring,Acoustic guitar,Self-discovery,Summer vibes,English,2010s,Fans of Avicii and electronic music,125 BPM,"A song that inspires self-discovery and reflects on life, often associated with summer vibes and a sense of longing.",https://www.youtube.com/watch?v=5y_KJAg8bHI
93ASUImTedo,Latch,Disclosure ft. Sam Smith,Electronic music,Nostalgic,"Singing, Synthesizer, Drum machine",Love and memories,"Parties, Reminiscing",English,2010s,Young adults,122.2826087 BPM,"A timeless track that evokes nostalgia and memories of love, often associated with parties and significant life moments.",https://www.youtube.com/watch?v=93ASUImTedo
zlJDTxahav0,Lose You To Love Me,Selena Gomez,Christian music,inspirational,"Piano, Guitar","self-love, heartbreak, personal growth",,English,,"young adults, fans of pop music",108.17307692 BPM,"The song reflects on personal experiences of heartbreak and the journey towards self-love and empowerment, resonating deeply with listeners who find it relatable and inspiring.",https://www.youtube.com/watch?v=zlJDTxahav0
HzZ_urpj4As,The Way You Make Me Feel,Michael Jackson,Pop music,Joyful,"Singing, Drum kit, Synthesizer, Bass drum, Tambourine",Love and attraction,"Dance party, Romantic date",English,1980s,Fans of pop and dance music,112.5 BPM,"The song expresses feelings of love and attraction, characterized by a joyful and upbeat rhythm that encourages dancing. Michael Jackson's performance showcases his legendary singing and dancing abilities, making it a timeless classic that resonates with audiences across generations.",https://www.youtube.com/watch?v=HzZ_urpj4As
Pzz4Z-O7710,679,Fetty Wap,Hip hop music,nostalgic,"Singing, Sampler, Synthesizer, Keyboard","reminiscence, carefree life","parties, gatherings",English,2010s,"young adults, nostalgia seekers",95.34,"A nostalgic hip hop track that evokes memories of carefree times and fun moments, often associated with parties and gatherings. The song features a blend of singing and electronic instrumentation, capturing the essence of the mid-2010s music scene.",https://www.youtube.com/watch?v=Pzz4Z-O7710
HaMq2nn5ac0,Lay Me Down,Sam Smith,"Tender music, Sad music","Emotional, Reflective","Singing, Piano, Acoustic guitar, Cello","Loss, Remembrance, Love","Funeral, Memorial",English,,"Grieving individuals, Fans of emotional music",127.8409091,"A heartfelt song that resonates deeply with themes of loss and remembrance, often evoking strong emotions and memories of loved ones who have passed away.",https://www.youtube.com/watch?v=HaMq2nn5ac0
TOrnUquxtwA,What Goes Around...Comes Around (Official Video),Justin Timberlake,Pop music,Nostalgic,"Guitar, Mandolin, Violin","Heartbreak, Reflection",,English,2000s,General,152 BPM,"A nostalgic pop song reflecting on heartbreak and relationships, featuring intricate production by Timbaland. The song has a memorable beat switch that enhances its emotional depth, making it a timeless classic that resonates with listeners even years after its release.",https://www.youtube.com/watch?v=TOrnUquxtwA
BHkxKmr4Ffg,Se Te Nota,Lele Pons & Guaynaa,Afrobeat,upbeat,"Drum machine, Synthesizer, Bass drum","celebration, love","party, dance",Spanish,,"young adults, fans of Latin music",137.195122,"The song features a catchy rhythm and upbeat vibe, making it perfect for dancing and celebrations. It showcases themes of love and attraction, with a playful interaction between the artists.",https://www.youtube.com/watch?v=BHkxKmr4Ffg
bXcSLI58-h8,Panini,Lil Nas X,Pop music,Exciting,"Singing, Brass instrument, Synthesizer",,,English,2019,"Young adults, teenagers",152.027027,"The song features a catchy pop sound with elements of hip hop and R&B, characterized by its upbeat tempo and playful lyrics. It reflects a nostalgic vibe for fans who miss the artist's earlier work.",https://www.youtube.com/watch?v=bXcSLI58-h8
qdDVtFvJwUc,Love Me,Justin Bieber,Pop music,Nostalgic,"Singing, Sampler, Drum and bass, Synthesizer",Love,,English,2010s,Fans of Justin Bieber,125 BPM,A nostalgic pop song that captures the essence of young love and memories associated with Justin Bieber's early career.,https://www.youtube.com/watch?v=qdDVtFvJwUc
0zGcUoRlhmw,Closer,The Chainsmokers,Pop music,Nostalgic,"Singing, Keyboard, Piano, Synthesizer, Drum kit","Relationships, Memories","Casual listening, Parties",English,2010s,"Young adults, Teens",95.34 BPM,"A nostalgic pop song featuring themes of relationships and memories, characterized by a catchy melody and electronic instrumentation.",https://www.youtube.com/watch?v=0zGcUoRlhmw
zUzd9KyIDrM,B.Y.O.B.,System Of A Down,Rock music,Energetic,"Electric guitar, Drum kit, Bass guitar","War, Social issues, Rebellion","Protests, Parties",English,2000s,"Metalheads, Rock fans, Youth",102.2727273,"A powerful anthem that critiques war and societal issues, characterized by energetic instrumentation and thought-provoking lyrics.",https://www.youtube.com/watch?v=zUzd9KyIDrM
6L_k74BOLag,No Guidance,Chris Brown,"Rhythm and blues, Hip hop music, Pop music","funny, nostalgic, entertaining","Singing, Synthesizer, Keyboard","collaboration, dance, humor","party, club, celebration",English,2010s,"young adults, fans of hip hop and R&B",93.75 BPM,"A humorous and entertaining collaboration between Chris Brown and Drake, showcasing their musical talents and dance skills, while bringing a nostalgic vibe reminiscent of early 2000s music.",https://www.youtube.com/watch?v=6L_k74BOLag
VjHMDlAPMUw,Are You With Me,Lost Frequencies,Electronic music,nostalgic,"Guitar, Electric guitar, Bass guitar, Synthesizer, Keyboard","memories, nostalgia, summer","beach, summer nights",English,2010s,"young adults, nostalgic listeners",119.68 BPM,"A nostalgic electronic track that evokes memories of summer and carefree times, often associated with beach settings and emotional reflections.",https://www.youtube.com/watch?v=VjHMDlAPMUw
36mCEZzzQ3o,One Way Or Another (Teenage Kicks),One Direction,Pop music,"Nostalgic, Heartwarming","Singing, Guitar, Synthesizer","Friendship, Youth, Memories","Casual listening, Reminiscing",English,2010s,"Teenagers, Young adults",160.71428571 BPM,"A nostalgic and heartwarming song that captures the essence of youth and friendship, often associated with fond memories and casual listening.",https://www.youtube.com/watch?v=36mCEZzzQ3o
EVBsypHzF3U,Telephone,Lady Gaga ft. Beyoncé,Pop music,Exciting,"Singing, Rattle, Telephone bell ringing","Collaboration, Iconic friendship",,English,2000s,Fans of Lady Gaga and Beyoncé,122.28 BPM,"An iconic collaboration between Lady Gaga and Beyoncé, celebrated for its catchy pop sound and memorable music video, which has left a lasting impact on fans and pop culture.",https://www.youtube.com/watch?v=EVBsypHzF3U
2cXDgFwE13g,First Of The Year (Equinox),Skrillex,Dubstep,Nostalgic,"Drum and bass, Synthesizer, Drum kit","Memories of youth, Simplicity of life","Listening during school, Parties",,2010s,"Young adults, Teens",144.23076923 BPM,"A nostalgic dubstep track that evokes memories of simpler times and youth, with a strong connection to the early 2010s electronic music scene.",https://www.youtube.com/watch?v=2cXDgFwE13g
SeIJmciN8mo,Starships,Nicki Minaj,Pop music,Exciting,"Singing, Synthesizer, Guitar",,"Party, Summer",English,2010s,"Young adults, Nostalgic listeners",125 BPM,"A nostalgic pop and dance track that evokes memories of childhood and past summers, characterized by its catchy hooks and vibrant production.",https://www.youtube.com/watch?v=SeIJmciN8mo
